wordform,occurence
туйгун,18
туйгуна,68
туйгуннаахтара,1
туйгуннар,1
туйгуннара,1
туйгуннук,15
туйгунун,1
туйгуттара,4
туйгууна,1
туйма,6
туймаа,2
туймаада,496
туймаадалаах,4
туймааданы,2
туймаадаттан,36
туймаадаҕа,53
туймаады,1
туймаардар,1
туймазинскай,1
туймазинский,1
туймазы,1
туймуута,6
туйхатаах,1
тук,16
тука,1
тукаай,1
тукаам,38
тукаев,1
тукалан,1
тукаларыам,2
тукан,2
туксү,4
тукулаан,8
тукулааннарга,1
тукулан,1
тула,268
тулаайах,51
тулаайахпын,1
тулаайахсыйан,1
тулаайахтар,1
тулаайахтара,1
тулаайахтарга,3
тулаайахтары,3
тулаайахтарын,3
тулаайаҕа,2
тулааһын,2
тулааһынап,3
тулааһыннаах,1
тулабар,1
тулабыт,3
тулабытыгар,1
тулагинка,1
тулагы,30
тулагыга,3
тулагыны,1
тулагытааҕы,1
тулалаан,1
тулалаатылар,2
тулаларын,1
тулалыы,1
тулалыыр,84
тулалыырбыт,1
тулалыырга,2
тулам,5
туланы,1
туларосской,1
туласынов,2
туласынова,2
туласынову,1
тулата,5
тулатааҕы,10
тулаттан,1
тулатыгар,6
тулатын,9
тулатынан,1
тулатыттан,2
тулаҥ,1
тулбеа,1
тулга,2
тулгаҕа,1
туле,1
тулку,1
тулламай,1
туллан,1
туллар,6
туллубакка,2
туллубат,3
туллугу,22
туллук,71
туллуккун,2
туллукпун,2
туллуктан,2
туллуктар,2
туллуктуу,4
туллуктуура,1
туллукчаан,6
туллукчаана,1
туловище,1
тулуи,2
тулуйа,4
тулуйаллар,3
тулуйаллара,3
тулуйан,11
тулуйар,23
тулуйарга,3
тулуйаргын,1
тулуйарыгар,1
тулуйарыттан,2
тулуйаҕын,2
тулуйбакка,31
тулуйбат,10
тулуйбата,4
тулуйбатаҕа,8
тулуйбатаҕым,4
тулуйбаттара,1
тулуйбатынан,1
тулуйбут,2
тулуйбута,1
тулуйдахтарына,2
тулуйдубут,1
тулуйуллубат,1
тулуйумтуо,4
тулуйуо,4
тулуйуом,1
тулуйуон,1
тулуйуох,4
тулуйуохтара,2
тулуйуохха,4
тулуйуоххун,1
тулуйуоҕай,1
тулуйуу,3
тулуйуута,1
тулуйхан,2
тулуна,5
тулуппат,9
тулуппатар,2
тулуппатах,1
тулуппатыбыт,1
тулуспакка,1
тулуспата,1
тулутан,2
тулутумуна,4
тулутуо,1
тулуурга,3
тулуурдаах,19
тулуурдаахтар,1
тулуурдаахтарын,1
тулуурдаахтык,1
тулуурдааҕын,1
тулуурдара,1
тулуурдарын,7
тулуурдарынан,1
тулууру,2
тулуурун,3
тулууруҥ,1
тулуһа,2
тулуһуохпут,1
тулхадыйбат,1
тульскай,2
тульская,1
тума,3
туман,15
туманнаах,3
туманном,1
туманноһыгар,1
туманныра,1
тумантан,1
туманы,3
тумара,1
тумаралаах,1
тумарыкка,2
тумат,28
туматтар,21
туматтартан,1
туматтары,8
туматтарын,1
туматы,2
тумаут,2
тумаҥҥа,1
тумен,1
тумна,9
тумналлар,2
тумнан,5
тумнар,3
тумнарын,4
тумнастан,2
тумнубатаҕа,1
тумнуохха,1
тумот,1
тумса,21
тумсугар,10
тумсугутун,1
тумсулара,2
тумсун,10
тумсунан,6
тумсуттан,4
тумсуу,1
тумсуулэрэ,1
тумсуулээх,1
туму,2
тумуктэммитэ,1
тумул,76
тумула,4
тумулга,15
тумуллар,1
тумулларыгар,8
тумулларын,1
тумулларыттан,4
тумулу,1
тумулугар,4
тумулун,9
тумур,3
тумус,43
тумуска,2
тумусов,3
тумустаан,9
тумустаах,24
тумустаахтарын,1
тумустааҕа,1
тумустаммат,1
тумустар,6
тумустара,5
тумустуҥулар,2
тумуу,36
тумуулаабыт,19
тумуулаабытын,1
тумуулаабытыттан,1
тумуулааһыннара,1
тумуунан,3
тумууну,13
тумууттан,6
тумуһа,6
тумуһах,1
тумуһахха,8
тумуһугар,1
тумуһурдатар,2
тумуһуттан,1
тумэн,5
тун,5
тунаа,1
тунаар,4
тунаара,4
тунааран,4
тунаарар,19
тунаархай,4
тунаах,1
тунал,3
туналы,8
туналыйа,7
туналыйан,6
туналыйар,4
туналыйбыт,1
туналыйда,1
туналыны,1
туналҕаннаах,6
тунах,81
тунг,1
тунгир,1
тунгкаит,2
тунгус,1
тунгуска,2
тунгускаҕа,1
тунгусов,3
тунгусы,1
тундры,1
тундряная,1
тунецтаах,1
тунис,2
тунистыын,1
тункаттан,1
тункин,2
туннелынан,1
тунуйбут,1
тунуйда,1
тунуйуллубут,4
туо,5
туобуйа,4
туобуйаҕа,1
туобулаахап,1
туой,79
туойа,2
туойабыт,1
туойаллар,2
туойан,36
туойар,11
туойара,1
туойаҕын,2
туойбуппут,1
туойбут,1
туойбутун,4
туойга,4
туойда,3
туойдаах,5
туойдар,1
туойдулар,1
туойоххун,1
туойсуу,4
туойтан,3
туойу,6
туойуккаан,1
туойуллар,1
туойуллубут,2
туойун,4
туойунан,7
туойуу,4
туойуутун,1
туойуҥ,2
туола,41
туолаары,1
туолаат,1
туолаллар,1
туолалларын,2
туолан,35
туолар,30
туолара,4
туоларыгар,1
туоларын,3
туолбат,4
туолбата,6
туолбатах,4
туолбатаҕа,1
туолбатаҕын,1
туолбатаҕына,1
туолбут,26
туолбута,8
туолбуттара,1
туолбуттуу,1
туолбутунан,2
туолбутуттан,3
туолла,39
туоллан,2
туоллахтарына,1
туоллаҕына,1
туоллулар,1
туоллун,1
туолуйара,2
туолуйуой,2
туолуйуон,4
туолума,4
туолуо,12
туолуор,3
туолуох,1
туолуохтаах,1
туолуохтарыгар,1
туолуоҕа,3
туолууларын,1
туолуута,3
туолуутугар,6
туолуутун,4
туолуутунан,2
туом,15
туома,21
туоммут,1
туоммутун,1
туомнаах,9
туомнара,8
туомнары,1
туомнарын,2
туому,26
туомугар,5
туомун,30
туомунан,1
туомускай,4
туомуттан,1
туомҥа,1
туона,2
туонай,4
туоналааҕын,1
туоналар,1
туоналара,1
туонан,6
туонара,4
туонатын,1
туонна,130
туонналаах,4
туоннанан,5
туоннаны,8
туоннаттан,3
туоннаҕа,37
туонун,1
туонуттан,1
туонуу,1
туоппут,1
туор,2
туора,158
туораабакка,1
туораабат,4
туораабата,1
туораабаттар,1
туораабыппыт,1
туораабыт,16
туораабыта,9
туораабыттар,3
туораабыттарай,1
туораабыттары,1
туораабыттарын,2
туораама,1
туорааммынчээл,1
туораан,66
туорааннар,4
туораары,7
туораат,4
туораата,16
туорааталлар,2
туораатылар,3
туораах,1
туораахтаах,8
туораахтара,1
туораахтары,1
туораахтарын,5
туораахтарынан,1
туораахтарыттан,1
туорааҕы,1
туорааҕын,1
туорааһын,9
туорааһыннарыгар,1
туорааһыны,1
туорааһыныгар,4
туорааһынын,2
туорааһынынан,1
туорааһыҥҥа,4
туорай,2
туорайдаама,2
туорайдаспатаҕа,4
туорайдаһыа,1
туорайдаһыах,2
туорайдыы,4
туорайдыыр,1
туорайыттан,8
туораны,1
туораппакка,2
туораппыта,1
туораппыттар,1
туораппыттара,1
туората,10
туораталаабыт,1
туоратан,10
туоратар,50
туоратара,1
туоратарга,2
туоратта,3
туораттан,12
туораттара,1
туораттыбыт,1
туораттылар,1
туоратыахха,1
туоратыгар,6
туоратык,2
туоратылла,1
туоратыллаллара,5
туоратыллыбат,1
туоратыллыбыта,1
туоратыллыбыттарын,1
туоратыллыы,2
туоратыллыыга,1
туоратылынна,5
туоратылыннылар,3
туоратынан,2
туоратыы,6
туоратыыга,12
туоратыынан,1
туоратыыны,1
туорах,1
туорахтаах,7
туорахтара,1
туорахтарын,1
туораҕа,1
туораҕы,1
туораҕынан,1
туоргун,2
туордар,1
туордаххытына,1
туорду,2
туормастааһыны,1
туорпалаах,2
туорпалааҕа,1
туорт,2
туорум,2
туоруо,2
туоруон,1
туоруорарга,1
туоруохпут,4
туоруохтаах,2
туоруохтаахтар,1
туоруохтара,1
туоруохха,2
туорута,1
туоруу,5
туоруубун,4
туоруул,1
туорууллар,4
туорууллара,3
туоруулларыгар,1
туоруулларын,2
туоруур,154
туоруурга,12
туорууртан,1
туорууруй,1
туоруурун,2
туорууруҥ,1
туос,128
туосапкалаах,1
туоска,5
туоста,2
туостаах,2
туостан,2
туотар,1
туох,1206
туохпун,3
туохпут,2
туохпутун,2
туохта,4
туохтаах,3
туохтааххыный,2
туохтааххытый,1
туохтааҕар,22
туохтан,112
туохтаный,2
туохтанын,1
туохтар,2
туохтара,5
туохтарый,2
туохтарын,1
туохтуур,10
туохтуурдар,1
туохтуурдара,2
туохтууртан,1
туохтууругар,1
туохха,119
туохханый,5
туоххунуй,1
туоххут,1
туочука,4
туочукалар,1
туочукалара,3
туочукалары,1
туочуканы,1
туочуката,3
туочукаттан,1
туочукатыгар,2
туочукатын,1
туочукаҕа,1
туочунай,4
туочунайдык,1
туоҕа,14
туоҕу,1
туоһа,1
туоһар,1
туоһахталаах,5
туоһу,29
туоһулаах,2
туоһулааыннары,1
туоһулааһын,13
туоһулааһына,3
туоһулааһынтан,2
туоһулааһыны,2
туоһулааһыҥҥа,6
туоһуланна,1
туоһулар,2
туоһулары,1
туоһуларын,1
туоһуларынан,2
туоһуласпыта,2
туоһуласпытынан,1
туоһуластыбыт,1
туоһуластылар,1
туоһулаһаары,2
туоһулаһабыт,2
туоһулаһан,1
туоһулаһар,1
туоһулаһаргытын,1
туоһулаһыахпыт,1
туоһулаһыахха,2
туоһулаһыаххытын,1
туоһулаһыҥ,1
туоһулуохтаах,1
туоһулуохтара,1
туоһулууллар,4
туоһулуур,42
туоһулуура,5
туоһулуурга,1
туоһулуурун,1
туоһулуурунан,2
туоһун,7
туоһуна,1
туоһунан,4
туоһута,5
туоһутунан,3
туоһуу,1
туп,1
туппакка,10
туппаккын,6
туппаласпытынан,4
туппаппын,1
туппаппыт,1
туппат,9
туппата,1
туппатах,2
туппатахтарай,1
туппатаҕа,5
туппатаҕар,1
туппахтаабыта,1
туппахтаата,1
туппахтыы,4
туппахтыыбыт,1
туппахтыыллара,4
туппуппун,2
туппуппут,7
туппут,89
туппута,48
туппуттар,16
туппуттара,28
туппуттарын,3
туппутум,2
туппутун,11
туппутунан,23
туппутуттан,1
туприн,1
туприна,1
туприналар,1
туприннар,2
тупса,7
тупсалларыттан,1
тупсан,16
тупсар,10
тупсара,6
тупсараары,1
тупсарабыт,2
тупсараллар,2
тупсаран,30
тупсарар,26
тупсарара,1
тупсарарга,12
тупсарбат,1
тупсарбыт,3
тупсарбыттара,1
тупсарга,1
тупсарда,2
тупсардылар,1
тупсарыа,3
тупсарыах,4
тупсарыахтаахтарын,1
тупсарыахтара,1
тупсарыахха,2
тупсарыаххын,1
тупсарыаҕа,2
тупсарыгар,12
тупсарыллан,1
тупсарыллар,1
тупсарыллыбыт,1
тупсарыллыбыта,1
тупсарыллыбытын,1
тупсарын,7
тупсарына,1
тупсарынабыт,2
тупсарыныахха,1
тупсарыы,47
тупсарыыга,33
тупсарыылар,1
тупсарыылары,1
тупсарыыны,1
тупсарыытыгар,2
тупсаыахха,1
тупсаҕай,15
тупсаҕайдарын,4
тупсаҕайдык,2
тупсаҕайын,4
тупсаҕар,1
тупсуб,1
тупсубатаҕым,2
тупсубатын,1
тупсубут,5
тупсубута,3
тупсубутун,4
тупсубутунан,1
тупсубутуҥ,4
тупсуо,5
тупсуор,1
тупсуохтаах,5
тупсуохтааҕын,1
тупсуоҕа,3
тупсуу,5
тупсууну,1
тупсуутугар,3
тупсуһуннардым,2
тупуллар,1
тур,13
тура,74
тураан,7
турааннык,4
тураанныҥы,2
тураары,13
тураат,2
тураах,11
тураахтан,3
тураахтар,3
тураахтыыбын,1
тураахтыыллар,2
тураахтыҥы,1
тураахтыҥылар,4
турааччы,2
турааччыбын,1
турааччылар,2
турааччылары,3
турааччыны,1
турааҕа,5
турааҕы,1
турабын,20
турабыт,10
турагенстволар,1
турагентстволар,1
турал,1
тураллар,86
тураллара,29
туралларыгар,3
туралларый,1
туралларын,8
туралларынан,3
туралысова,1
тураммын,1
тураммыт,1
туран,651
тураннар,12
турантаайап,1
турантаева,5
турар,1251
турара,95
турарга,5
турардаах,13
турардаахпын,6
турардаахпыт,2
турардаахтар,1
турардааххын,1
турартан,2
турары,1
турарыгар,8
турарый,3
турарын,57
турарынан,7
турарыр,1
турарыттан,2
турата,1
тураталлар,1
тураҕас,14
тураҕастан,1
тураҕастыҥыттан,1
тураҕаһын,4
тураҕын,11
тураҥ,1
тураҥҥыт,1
турб,2
турба,18
турбаазатыгар,1
турбазалар,1
турбакка,14
турбаккын,1
турбалар,4
турбалара,3
турбалары,10
турбаларын,5
турбаларынан,1
турбаны,5
турбаппын,1
турбаппыт,2
турбат,14
турбата,12
турбатах,2
турбатаҕына,1
турбаттан,1
турбаттар,1
турбаттыы,1
турбатыгар,1
турбатым,2
турбатын,17
турбатыннар,1
турбатыттан,1
турбатыҥ,1
турбахтаабыта,14
турбахтаабыттара,4
турбахтаабытым,1
турбахтаан,3
турбахтаата,2
турбахтыа,1
турбахтыы,8
турбахтыыра,1
турбиналаах,1
турбиналарын,1
турбинатыгар,1
турбовинтовой,2
турбукка,1
турбунунан,1
турбуппут,1
турбут,155
турбута,98
турбуттааҕа,2
турбуттар,10
турбуттара,57
турбуттарын,1
турбуттуу,2
турбуту,1
турбутум,5
турбутун,18
турбутунан,14
турбутуттан,1
турбутуҥхара,2
турга,6
тургайск,1
тургайский,1
тургайских,1
тургайского,2
тургайской,1
тургеневт,1
тургуллуу,2
тургун,2
тургунан,1
тургуохтара,7
тургутан,20
тургутар,15
тургутарга,1
тургуттулар,2
тургутугу,5
тургутук,10
тургутукка,1
тургутуктарын,1
тургутуохтара,4
тургутуохтарын,1
тургутустулар,1
тургутуу,9
тургутууга,1
тургутуулаах,1
тургутуулары,3
тургутууларын,3
тургутууну,6
тургутуута,3
тургутуутун,7
тургэнник,1
тургэтиир,1
турда,65
турдар,8
турдары,1
турдах,4
турдахпына,5
турдахпытына,2
турдахтарай,2
турдахтарына,26
турдахха,2
турдаххына,1
турдаҕа,18
турдаҕына,29
турдубековы,1
турдулар,14
турдум,1
турдун,8
турдуннар,5
турецкий,2
турецкой,1
туриев,2
туризм,73
туризма,3
туризмы,13
туризмыгар,1
туризмын,7
туризмҥа,11
туризым,1
туризымын,1
турин,1
турист,5
туриста,1
туристар,8
туристара,2
туристарга,4
туристары,3
туристарын,2
туристичекай,1
туристическай,26
туристическайынан,1
туристический,3
туристическим,1
туристическэй,6
туристов,1
туристскай,1
туркестааҥҥа,1
туркестанском,1
туркм,2
туркменистан,1
туркменистантан,2
турков,1
турникка,2
турнин,5
турнина,1
турнир,80
турнира,21
турнирга,48
турнирдар,4
турнирдара,1
турнирдарга,3
турнирдары,2
турнирдарыгар,1
турнирдарын,3
турнире,2
турниров,1
турниры,6
турнирыгар,23
турнирын,16
туров,2
турок,4
туроктарга,1
туроктары,1
туроктарыгар,1
туроктыы,1
туроператор,1
туроператора,1
туроператордар,6
туроператордарын,1
турорбатахҕа,1
туроурбут,1
туроуттара,4
турсуу,2
туртаайы,1
туртайан,5
туртас,13
туртаспытын,1
туртастар,8
туртастара,1
туртаччы,2
туртаһа,1
туртаһы,10
туртаһыттан,1
туртнев,1
туру,8
турубка,1
туруга,96
туруган,1
туругар,5
туругу,12
туругуган,1
туругугу,1
туругуктаах,1
туругум,1
туругун,140
туругунан,553
туругунна,2
туругура,2
туругуран,5
туругурарыгар,4
туругурбут,8
туругурдан,4
туругурдубуттара,1
туругурдуллуо,1
туругурдун,3
туругурдуо,1
туругурпатах,2
туругурпутум,1
туругуруу,1
туругуруутун,1
туругуттан,22
туругуттар,1
туруйа,15
туруйалаах,4
туруйалар,7
туруйалара,1
туруйата,1
турук,25
турукаан,7
турукааннарын,1
турукатаах,1
турукка,16
туруккутун,1
турукпар,2
турукпун,1
турукпутун,1
турукта,2
туруктаак,1
туруктаах,170
туруктаахпын,1
туруктаахтар,6
туруктаахтара,2
туруктаахтарын,2
туруктааҕа,3
туруктааҕын,6
туруктааҕынан,12
туруктааҕыннан,1
туруктан,2
туруктанан,2
туруктанна,1
туруктар,1
туруктара,26
туруктарга,1
туруктарыгар,2
туруктарын,20
туруллубат,1
туруллуо,1
турума,5
туруммут,8
туруммута,12
туруммуттар,6
туруммуттара,20
турун,1
туруна,1
турунаары,2
турунабын,1
туруналлар,1
турунан,9
турунар,7
турунна,2
туруннаҕына,1
туруннуар,1
туруннулар,4
туруннум,2
турунуон,1
турунуохтаах,1
турунуохтаахпыт,1
турунуохтаахтар,1
турунуохха,1
турунуу,1
туруо,23
туруобута,2
туруон,7
туруор,4
туруора,6
туруорааччы,7
туруорааччыларга,1
туруораачы,1
туруорабын,2
туруорабыт,5
туруораллар,8
туруораллара,5
туруоралларыгар,2
туруоран,50
туруорар,50
туруорараллар,10
туруорарга,12
туруорары,1
туруораҕын,1
туруорбакка,6
туруорбаппын,1
туруорбат,1
туруорбах,9
туруорбахтаат,2
туруорбуппут,1
туруорбут,24
туруорбута,22
туруорбуттар,9
туруорбуттара,24
туруорбутугар,1
туруорбутум,3
туруорбутун,1
туруорда,29
туруордахтарына,1
туруордаҕына,3
туруордубут,5
туруордулар,37
туруордум,1
туруордунар,2
туруорса,2
туруорсаллар,4
туруорсан,6
туруорсар,11
туруорсарга,1
туруорсарын,1
туруорсаҕын,1
туруорсубут,2
туруорсубута,1
туруорсубутум,1
туруорсуохпут,1
туруорсуу,2
туруорсууларын,1
туруорсуута,3
туруорсуутунан,1
туруортаабата,1
туруортаабыт,5
туруортаабыта,4
туруортаабыттара,4
туруортаан,7
туруортараҕын,2
туруортарбатар,1
туруортардым,2
туруортууллара,4
туруору,50
туруоруллалалар,1
туруоруллар,12
туруорулларын,2
туруоруллубатах,1
туруоруллубатаҕа,1
туруоруллубут,37
туруоруллубута,11
туруоруллубуттар,3
туруоруллубуттара,5
туруоруллубутун,2
туруоруллунна,1
туруоруллуо,1
туруоруллуон,1
туруоруллуохтаах,2
туруоруллуохтара,12
туруоруллуохтарыгар,1
туруоруллуоҕа,5
туруорулунна,17
туруорулуннулар,9
туруорумаҥ,1
туруоруммут,10
туруоруммутум,2
туруоруммутуҥ,1
туруорумуохха,1
туруорун,1
туруорунабын,2
туруорунан,6
туруорунар,4
туруорунарга,1
туруорунуон,1
туруорунуохтаах,1
туруорунуулара,1
туруоруо,3
туруоруон,1
туруоруохпут,2
туруоруохтаах,1
туруоруохтара,18
туруоруохтарыгар,1
туруоруохха,1
туруоруоҕа,2
туруоруоҥ,2
туруорутук,1
туруоруу,40
туруорууга,10
туруоруулар,2
туруоруулара,2
туруоруулардаах,1
туруоруулары,3
туруорууларыгар,1
туруоруунан,1
туруорууну,6
туруоруута,5
туруоруутугар,7
туруоруутун,3
туруоруутунан,1
туруоруҥ,2
туруох,17
туруохпун,1
туруохпутун,4
туруохтаах,8
туруохтаахтар,5
туруохтара,14
туруохтарыгар,1
туруохтун,5
туруохтуу,4
туруохха,4
туруоҕа,16
туруоҕум,2
туруоҕун,1
туруоҕуттан,28
туруоҕуҥ,3
туруоҥ,1
туруталаабыттара,3
туруу,27
турууга,1
туруук,6
туруукап,1
туруукка,2
турууктар,4
турууктарга,2
туруулаах,1
туруулаахтар,1
туруулара,4
турууларга,1
турууларыгар,1
турууларын,2
турууларынан,2
турууласпыт,2
турууласпыта,1
туруулаһан,6
туруулаһар,4
туруулаһыахха,1
туруулаһыаҕа,1
туруулаһыыга,1
туруунан,1
турууну,2
туруупка,3
туруупкалаах,3
туруупкаларга,1
туруупката,1
туруупкатын,1
турууруу,1
туруута,17
туруутугар,1
туруутун,11
туруутунан,2
туруутуттан,2
турухаан,4
туруханскайга,1
туруханскайтан,1
туруҥ,1
турфирма,1
турции,1
турция,19
турцияны,1
турцияттан,7
турцияҕа,6
тус,324
тусаһа,4
тусаһаларын,1
тусаһаны,4
тусаһаттан,2
тусаһатыгар,8
тусергэ,2
тускар,3
туску,25
тускул,21
тускулаана,2
тускулаах,2
тускуллаах,5
тускулу,2
тускулугар,1
тускулун,2
тускулуур,1
тускун,1
тускунан,5
тускут,1
тускутугар,1
тускутун,1
туспа,270
туспалар,1
туспар,3
туспатыйан,4
туспатыйар,1
туспатын,1
туспунан,1
туспут,1
туспутугар,5
туспэккэ,1
туспүтэ,4
туста,6
тустаах,301
тустаахпын,5
тустаахпыт,20
тустаахпытын,1
тустаахтар,5
тустаахтарын,1
тустаахха,2
тустааххын,4
тустааххыт,4
тустааччылар,1
тустааччыларыныын,4
тустааччыны,1
тустааҕын,3
тустан,11
тустар,11
тустара,1
тустарга,1
тустарыгар,3
тустарын,1
тустарынан,113
тустарыттан,1
тустаҕын,1
тустубат,1
тустубут,1
тустубуттара,8
тустубутуттан,4
тустулэр,1
тустуо,1
тустуон,2
тустуохтаах,2
тустуохтара,10
тустуоҕа,4
тустуу,75
тустууга,82
тустуук,16
тустуукка,1
тустуукпут,1
тустууктар,4
тустууктара,8
тустууктарбыт,2
тустууктарга,1
тустууктардыы,1
тустууктары,2
тустууктарын,1
тустууктарыттан,1
тустуулаахтар,1
тустуунан,14
тустууннан,1
тустууну,11
тустуута,4
тустууттан,1
тустуутун,5
тустэ,1
тустэҕэ,2
тут,8
тута,279
тутаары,8
тутаат,1
тутаах,60
тутаахтаах,1
тутаахха,1
тутааччы,20
тутааччыга,2
тутааччылар,16
тутааччыларга,3
тутааччылартан,2
тутааччылары,2
тутааччыларын,2
тутааччыта,3
тутааччыттан,2
тутааҕа,7
тутааҕын,10
тутабын,2
тутабыт,19
тутаев,1
тутайыа,2
туталлар,36
туталлара,1
туталларыгар,2
туталларын,1
тутальский,1
тутаммыт,2
тутан,268
тутаннар,1
тутар,596
тутара,7
тутарбыт,1
тутарбытын,1
тутарга,50
тутаргар,1
тутардааҕы,1
тутартан,2
тутары,4
тутарыахха,1
тутарыгар,8
тутарын,3
тутарыттан,4
тутатыгар,1
тутатына,14
тутаҕын,2
тутллан,2
тутончаны,1
тутпар,1
тутспатах,1
тутспатахтарыттан,1
тутсыхынын,2
тутта,75
туттаары,3
туттаат,2
туттааччы,3
туттааччылар,1
туттааччылара,1
туттааччылардаах,1
туттааччыларын,1
туттабын,16
туттабыт,8
туттайан,2
тутталлар,31
тутталлара,11
тутталларыгар,3
тутталларый,1
тутталларын,2
туттан,88
туттаннар,2
туттар,120
туттара,18
туттараары,2
туттараат,6
туттарааччы,2
туттарааччылар,7
туттарааччыларга,2
туттарааччылары,1
туттарабын,5
туттарабыт,1
туттараллар,18
туттараллара,11
туттаралларыгар,2
туттаралларын,1
туттараммыт,2
туттаран,37
туттарар,39
туттарарбар,1
туттарарга,7
туттараргыт,1
туттараргытын,1
туттарары,1
туттарарым,2
туттарарын,1
туттараҕын,2
туттарбакка,2
туттарбат,3
туттарбатах,6
туттарбатаҕына,1
туттарбаттар,2
туттарбаты,1
туттарбатыҥ,1
туттарбыккынан,1
туттарбыппыт,2
туттарбыт,21
туттарбыта,13
туттарбыттар,3
туттарбыттара,17
туттарбыттарын,1
туттарбыттыы,4
туттарбытын,1
туттарга,19
туттарда,45
туттардаххына,2
туттардыбыт,2
туттардылар,52
туттардым,5
туттардыннар,1
туттардыы,3
туттарса,2
туттарсаары,2
туттарсааччы,3
туттарсааччылар,3
туттарсааччыларга,1
туттарсааччылартан,5
туттарсан,11
туттарсар,11
туттарсарбар,1
туттарсарбын,1
туттарсарга,3
туттарсаргытын,1
туттарсарсыы,1
туттарсарым,2
туттарсыа,1
туттарсыам,3
туттарсыан,4
туттарсыахпын,1
туттарсыахтара,1
туттарсыбыт,2
туттарсыбытым,3
туттарсыы,8
туттарсыыга,3
туттарсыылара,1
туттарсыҥ,2
туттартаата,3
туттары,3
туттарыа,2
туттарыам,2
туттарыахпыт,1
туттарыахтаах,3
туттарыахтаахтар,2
туттарыахтара,19
туттарыахтарын,4
туттарыахха,1
туттарыаҕа,2
туттарыгар,5
туттарыдылар,1
туттарылла,1
туттарыллалларыгар,1
туттарыллан,3
туттарыллар,5
туттарыллара,1
туттарыллыа,3
туттарыллыаҕа,5
туттарыллыаҕыттан,2
туттарыллыбатаҕа,1
туттарыллыбыт,2
туттарыллыннылар,1
туттарылынна,4
туттарылыннылар,2
туттарым,1
туттарымаары,1
туттарын,1
туттарыттан,5
туттарыы,47
туттарыыга,9
туттарыылаах,1
туттарыынан,1
туттарыыны,2
туттарыыта,2
туттарыыттан,1
туттарыытын,3
туттарыҥ,2
туттахтарына,1
туттахха,3
туттаххтарына,2
туттаҕын,2
туттаҕына,1
туттаҥнаспыттара,2
тутттарыы,1
туттубакка,4
туттубаппын,1
туттубат,4
туттубуппут,1
туттубут,17
туттубута,20
туттубуттар,3
туттубуттара,16
туттубутум,1
туттубутунан,1
туттубутуҥ,3
туттулаллар,1
туттулар,64
туттулла,5
туттуллалар,1
туттуллаллар,8
туттуллаллара,3
туттуллалларын,1
туттуллан,1
туттуллар,139
туттуллара,7
туттулларын,2
туттулларынан,3
туттуллубат,6
туттуллубата,4
туттуллубатах,2
туттуллубаттар,1
туттуллубаты,1
туттуллубут,16
туттуллубута,1
туттуллуо,2
туттуллуон,5
туттуллуохтаах,3
туттуллуохтара,1
туттуллуоҕа,4
туттуллууларыгар,1
туттуллуута,5
туттуллуутугар,2
туттуллуутун,1
туттуллуутуттан,1
туттулунна,12
туттулуннулар,1
туттум,5
туттуммакка,1
туттуммахтаан,1
туттуммут,3
туттуммута,15
туттуммуттара,10
туттуммутум,1
туттумуохтарын,1
туттумуохха,1
туттун,4
туттуна,7
туттунабын,2
туттуналлар,1
туттуналларыгар,4
туттунан,4
туттунар,3
туттунарбытын,1
туттунарга,3
туттунна,3
туттуннум,2
туттуну,1
туттунуохха,1
туттунуоҥ,1
туттунуулаах,8
туттунуулааххын,1
туттунуулааҕа,4
туттунууламмыт,4
туттунуулара,4
туттунуулуун,1
туттунуута,1
туттунуутун,18
туттунуутунан,2
туттунуутуттан,4
туттуо,5
туттуом,3
туттуон,7
туттуохпут,2
туттуохпутун,1
туттуохтаах,1
туттуохтааххын,1
туттуохтааххыт,1
туттуохтара,1
туттуохтарын,2
туттуохха,9
туттуоҕа,1
туттуу,35
туттуубут,1
туттууга,12
туттуулаах,9
туттууларын,4
туттууларыттан,1
туттуум,3
туттууну,6
туттуута,29
туттууттан,3
туттуутугар,2
туттуутун,6
туттуутунан,1
туттуутуттан,5
туттуҥ,4
туту,5
тутуар,3
тутук,54
тутул,4
тутула,24
тутулаахтара,1
тутуланна,1
тутулга,2
тутулла,40
тутуллаата,1
тутуллаах,3
тутуллаахтар,1
тутуллаллар,12
тутуллаллара,1
тутуллалларын,1
тутуллан,64
тутулланнар,1
тутуллар,54
тутуллара,18
тутулларыгар,1
тутулларын,9
тутулларынан,1
тутуллубат,5
тутуллубатахтара,1
тутуллубатаҕа,1
тутуллубатаҕыттан,1
тутуллубун,1
тутуллубут,77
тутуллубута,38
тутуллубуттар,2
тутуллубуттара,10
тутуллубутугар,1
тутуллубутун,4
тутуллубутуттан,1
тутуллунна,1
тутуллуо,8
тутуллуон,3
тутуллуор,3
тутуллуохтаах,22
тутуллуохтаахтар,1
тутуллуохтааҕа,1
тутуллуохтааҕын,1
тутуллуохтара,13
тутуллуохтарай,1
тутуллуохтарын,1
тутуллуоххутун,1
тутуллуоҕа,31
тутуллуоҕуттан,1
тутуллууларыгар,1
тутуллууларын,4
тутуллуута,5
тутуллуутугар,1
тутуллуутун,8
тутуллуутуттан,1
тутулу,3
тутулуга,104
тутулугар,3
тутулугун,1
тутулук,1
тутулукка,1
тутулуктаах,81
тутулуктаахтар,5
тутулуктаахтарын,1
тутулуктааххын,1
тутулуктааҕа,3
